Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00      93/93          void dlib::blas_bindings::matrix_assign_blas_proxy<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix_op<dlib::op_removerc2<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >, dlib::matrix_multiply_exp<dlib::matrix_op<dlib::op_remove_row2<dlib::matrix_mul_scal_exp<dlib::matrix_op<dlib::op_colm<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >, true> > >, dlib::matrix_op<dlib::op_remove_col2<dlib::matrix_op<dlib::op_rowm<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > > > > >(dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>&, dlib::matrix_subtract_exp<dlib::matrix_op<dlib::op_removerc2<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >, dlib::matrix_multiply_exp<dlib::matrix_op<dlib::op_remove_row2<dlib::matrix_mul_scal_exp<dlib::matrix_op<dlib::op_colm<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >, true> > >, dlib::matrix_op<dlib::op_remove_col2<dlib::matrix_op<dlib::op_rowm<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > > > > > const&, dlib::matrix_op<dlib::op_removerc2<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >::type, bool, bool) [119]
                0.00    0.00      93/93          bool dlib::matrix_subtract_exp<dlib::matrix_op<dlib::op_removerc2<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >, dlib::matrix_multiply_exp<dlib::matrix_op<dlib::op_remove_row2<dlib::matrix_mul_scal_exp<dlib::matrix_op<dlib::op_colm<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >, true> > >, dlib::matrix_op<dlib::op_remove_col2<dlib::matrix_op<dlib::op_rowm<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > > > > >::aliases<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> >(dlib::matrix_exp<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > const&) const [811]
-----------------------------------------------
                0.00    0.00      93/93          void dlib::blas_bindings::matrix_assign_blas<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout, dlib::matrix_subtract_exp<dlib::matrix_op<dlib::op_removerc2<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >, dlib::matrix_multiply_exp<dlib::matrix_op<dlib::op_remove_row2<dlib::matrix_mul_scal_exp<dlib::matrix_op<dlib::op_colm<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >, true> > >, dlib::matrix_op<dlib::op_remove_col2<dlib::matrix_op<dlib::op_rowm<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > > > > > >(dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>&, dlib::matrix_subtract_exp<dlib::matrix_op<dlib::op_removerc2<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >, dlib::matrix_multiply_exp<dlib::matrix_op<dlib::op_remove_row2<dlib::matrix_mul_scal_exp<dlib::matrix_op<dlib::op_colm<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >, true> > >, dlib::matrix_op<dlib::op_remove_col2<dlib::matrix_op<dlib::op_rowm<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > > > > > const&) [118]
[119]    0.7    0.00    0.00      93         void dlib::blas_bindings::matrix_assign_blas_proxy<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix_op<dlib::op_removerc2<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >, dlib::matrix_multiply_exp<dlib::matrix_op<dlib::op_remove_row2<dlib::matrix_mul_scal_exp<dlib::matrix_op<dlib::op_colm<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >, true> > >, dlib::matrix_op<dlib::op_remove_col2<dlib::matrix_op<dlib::op_rowm<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > > > > >(dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>&, dlib::matrix_subtract_exp<dlib::matrix_op<dlib::op_removerc2<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >, dlib::matrix_multiply_exp<dlib::matrix_op<dlib::op_remove_row2<dlib::matrix_mul_scal_exp<dlib::matrix_op<dlib::op_colm<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >, true> > >, dlib::matrix_op<dlib::op_remove_col2<dlib::matrix_op<dlib::op_rowm<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > > > > > const&, dlib::matrix_op<dlib::op_removerc2<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >::type, bool, bool) [119]
                0.00    0.00      93/93          void dlib::blas_bindings::matrix_assign_blas_proxy<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix_multiply_exp<dlib::matrix_op<dlib::op_remove_row2<dlib::matrix_mul_scal_exp<dlib::matrix_op<dlib::op_colm<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >, true> > >, dlib::matrix_op<dlib::op_remove_col2<dlib::matrix_op<dlib::op_rowm<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > > > > >(dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>&, dlib::matrix_multiply_exp<dlib::matrix_op<dlib::op_remove_row2<dlib::matrix_mul_scal_exp<dlib::matrix_op<dlib::op_colm<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >, true> > >, dlib::matrix_op<dlib::op_remove_col2<dlib::matrix_op<dlib::op_rowm<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > > > > const&, dlib::matrix_multiply_exp<dlib::matrix_op<dlib::op_remove_row2<dlib::matrix_mul_scal_exp<dlib::matrix_op<dlib::op_colm<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >, true> > >, dlib::matrix_op<dlib::op_remove_col2<dlib::matrix_op<dlib::op_rowm<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > > > >::type, bool, bool) [122]
                0.00    0.00      93/93          void dlib::blas_bindings::matrix_assign_blas_proxy<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix_op<dlib::op_removerc2<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >(dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>&, dlib::matrix_op<dlib::op_removerc2<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > const&, dlib::matrix_op<dlib::op_removerc2<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >::type, bool, bool) [192]
-----------------------------------------------
                0.00    0.00      93/93          dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>& dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>::operator=<dlib::matrix_subtract_exp<dlib::matrix_op<dlib::op_removerc2<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >, dlib::matrix_multiply_exp<dlib::matrix_op<dlib::op_remove_row2<dlib::matrix_mul_scal_exp<dlib::matrix_op<dlib::op_colm<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >, true> > >, dlib::matrix_op<dlib::op_remove_col2<dlib::matrix_op<dlib::op_rowm<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > > > > > >(dlib::matrix_exp<dlib::matrix_subtract_exp<dlib::matrix_op<dlib::op_removerc2<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >, dlib::matrix_multiply_exp<dlib::matrix_op<dlib::op_remove_row2<dlib::matrix_mul_scal_exp<dlib::matrix_op<dlib::op_colm<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >, true> > >, dlib::matrix_op<dlib::op_remove_col2<dlib::matrix_op<dlib::op_rowm<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > > > > > > const&) [109]
[120]    0.7    0.00    0.00      93         dlib::disable_if<dlib::ma::is_small_matrix<dlib::matrix_subtract_exp<dlib::matrix_op<dlib::op_removerc2<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >, dlib::matrix_multiply_exp<dlib::matrix_op<dlib::op_remove_row2<dlib::matrix_mul_scal_exp<dlib::matrix_op<dlib::op_colm<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >, true> > >, dlib::matrix_op<dlib::op_remove_col2<dlib::matrix_op<dlib::op_rowm<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > > > > >, void>, void>::type dlib::matrix_assign<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix_subtract_exp<dlib::matrix_op<dlib::op_removerc2<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >, dlib::matrix_multiply_exp<dlib::matrix_op<dlib::op_remove_row2<dlib::matrix_mul_scal_exp<dlib::matrix_op<dlib::op_colm<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >, true> > >, dlib::matrix_op<dlib::op_remove_col2<dlib::matrix_op<dlib::op_rowm<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > > > > > >(dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>&, dlib::matrix_exp<dlib::matrix_subtract_exp<dlib::matrix_op<dlib::op_removerc2<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >, dlib::matrix_multiply_exp<dlib::matrix_op<dlib::op_remove_row2<dlib::matrix_mul_scal_exp<dlib::matrix_op<dlib::op_colm<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >, true> > >, dlib::matrix_op<dlib::op_remove_col2<dlib::matrix_op<dlib::op_rowm<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > > > > > > const&) [120]
                0.00    0.00      93/93          dlib::enable_if_c<(((dlib::is_same_type<double, float>::value||dlib::is_same_type<double, double>::value)||dlib::is_same_type<double, std::complex<float> >::value)||dlib::is_same_type<double, std::complex<double> >::value)&&dlib::blas_bindings::has_matrix_multiply<dlib::matrix_subtract_exp<dlib::matrix_op<dlib::op_removerc2<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >, dlib::matrix_multiply_exp<dlib::matrix_op<dlib::op_remove_row2<dlib::matrix_mul_scal_exp<dlib::matrix_op<dlib::op_colm<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >, true> > >, dlib::matrix_op<dlib::op_remove_col2<dlib::matrix_op<dlib::op_rowm<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > > > > > >::value, void>::type dlib::matrix_assign_big<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout, dlib::matrix_subtract_exp<dlib::matrix_op<dlib::op_removerc2<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >, dlib::matrix_multiply_exp<dlib::matrix_op<dlib::op_remove_row2<dlib::matrix_mul_scal_exp<dlib::matrix_op<dlib::op_colm<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >, true> > >, dlib::matrix_op<dlib::op_remove_col2<dlib::matrix_op<dlib::op_rowm<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > > > > > >(dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>&, dlib::matrix_subtract_exp<dlib::matrix_op<dlib::op_removerc2<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >, dlib::matrix_multiply_exp<dlib::matrix_op<dlib::op_remove_row2<dlib::matrix_mul_scal_exp<dlib::matrix_op<dlib::op_colm<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >, true> > >, dlib::matrix_op<dlib::op_remove_col2<dlib::matrix_op<dlib::op_rowm<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > > > > > const&) [121]
                0.00    0.00      93/1924        dlib::matrix_exp<dlib::matrix_subtract_exp<dlib::matrix_op<dlib::op_removerc2<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >, dlib::matrix_multiply_exp<dlib::matrix_op<dlib::op_remove_row2<dlib::matrix_mul_scal_exp<dlib::matrix_op<dlib::op_colm<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >, true> > >, dlib::matrix_op<dlib::op_remove_col2<dlib::matrix_op<dlib::op_rowm<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > > > > > >::ref() const [537]
-----------------------------------------------
                0.00    0.00      93/93          dlib::disable_if<dlib::ma::is_small_matrix<dlib::matrix_subtract_exp<dlib::matrix_op<dlib::op_removerc2<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >, dlib::matrix_multiply_exp<dlib::matrix_op<dlib::op_remove_row2<dlib::matrix_mul_scal_exp<dlib::matrix_op<dlib::op_colm<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >, true> > >, dlib::matrix_op<dlib::op_remove_col2<dlib::matrix_op<dlib::op_rowm<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > > > > >, void>, void>::type dlib::matrix_assign<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix_subtract_exp<dlib::matrix_op<dlib::op_removerc2<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >, dlib::matrix_multiply_exp<dlib::matrix_op<dlib::op_remove_row2<dlib::matrix_mul_scal_exp<dlib::matrix_op<dlib::op_colm<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >, true> > >, dlib::matrix_op<dlib::op_remove_col2<dlib::matrix_op<dlib::op_rowm<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > > > > > >(dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>&, dlib::matrix_exp<dlib::matrix_subtract_exp<dlib::matrix_op<dlib::op_removerc2<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >, dlib::matrix_multiply_exp<dlib::matrix_op<dlib::op_remove_row2<dlib::matrix_mul_scal_exp<dlib::matrix_op<dlib::op_colm<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >, true> > >, dlib::matrix_op<dlib::op_remove_col2<dlib::matrix_op<dlib::op_rowm<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > > > > > > const&) [120]
[121]    0.7    0.00    0.00      93         dlib::enable_if_c<(((dlib::is_same_type<double, float>::value||dlib::is_same_type<double, double>::value)||dlib::is_same_type<double, std::complex<float> >::value)||dlib::is_same_type<double, std::complex<double> >::value)&&dlib::blas_bindings::has_matrix_multiply<dlib::matrix_subtract_exp<dlib::matrix_op<dlib::op_removerc2<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >, dlib::matrix_multiply_exp<dlib::matrix_op<dlib::op_remove_row2<dlib::matrix_mul_scal_exp<dlib::matrix_op<dlib::op_colm<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >, true> > >, dlib::matrix_op<dlib::op_remove_col2<dlib::matrix_op<dlib::op_rowm<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > > > > > >::value, void>::type dlib::matrix_assign_big<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout, dlib::matrix_subtract_exp<dlib::matrix_op<dlib::op_removerc2<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >, dlib::matrix_multiply_exp<dlib::matrix_op<dlib::op_remove_row2<dlib::matrix_mul_scal_exp<dlib::matrix_op<dlib::op_colm<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >, true> > >, dlib::matrix_op<dlib::op_remove_col2<dlib::matrix_op<dlib::op_rowm<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > > > > > >(dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>&, dlib::matrix_subtract_exp<dlib::matrix_op<dlib::op_removerc2<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >, dlib::matrix_multiply_exp<dlib::matrix_op<dlib::op_remove_row2<dlib::matrix_mul_scal_exp<dlib::matrix_op<dlib::op_colm<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >, true> > >, dlib::matrix_op<dlib::op_remove_col2<dlib::matrix_op<dlib::op_rowm<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > > > > > const&) [121]
                0.00    0.00      93/93          void dlib::blas_bindings::matrix_assign_blas<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout, dlib::matrix_subtract_exp<dlib::matrix_op<dlib::op_removerc2<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >, dlib::matrix_multiply_exp<dlib::matrix_op<dlib::op_remove_row2<dlib::matrix_mul_scal_exp<dlib::matrix_op<dlib::op_colm<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >, true> > >, dlib::matrix_op<dlib::op_remove_col2<dlib::matrix_op<dlib::op_rowm<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > > > > > >(dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>&, dlib::matrix_subtract_exp<dlib::matrix_op<dlib::op_removerc2<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >, dlib::matrix_multiply_exp<dlib::matrix_op<dlib::op_remove_row2<dlib::matrix_mul_scal_exp<dlib::matrix_op<dlib::op_colm<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >, true> > >, dlib::matrix_op<dlib::op_remove_col2<dlib::matrix_op<dlib::op_rowm<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > > > > > const&) [118]
-----------------------------------------------
                0.00    0.00      93/93          void dlib::blas_bindings::matrix_assign_blas_proxy<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix_op<dlib::op_removerc2<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >, dlib::matrix_multiply_exp<dlib::matrix_op<dlib::op_remove_row2<dlib::matrix_mul_scal_exp<dlib::matrix_op<dlib::op_colm<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >, true> > >, dlib::matrix_op<dlib::op_remove_col2<dlib::matrix_op<dlib::op_rowm<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > > > > >(dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>&, dlib::matrix_subtract_exp<dlib::matrix_op<dlib::op_removerc2<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >, dlib::matrix_multiply_exp<dlib::matrix_op<dlib::op_remove_row2<dlib::matrix_mul_scal_exp<dlib::matrix_op<dlib::op_colm<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >, true> > >, dlib::matrix_op<dlib::op_remove_col2<dlib::matrix_op<dlib::op_rowm<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > > > > > const&, dlib::matrix_op<dlib::op_removerc2<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >::type, bool, bool) [119]
[122]    0.6    0.00    0.00      93         void dlib::blas_bindings::matrix_assign_blas_proxy<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix_multiply_exp<dlib::matrix_op<dlib::op_remove_row2<dlib::matrix_mul_scal_exp<dlib::matrix_op<dlib::op_colm<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >, true> > >, dlib::matrix_op<dlib::op_remove_col2<dlib::matrix_op<dlib::op_rowm<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > > > > >(dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>&, dlib::matrix_multiply_exp<dlib::matrix_op<dlib::op_remove_row2<dlib::matrix_mul_scal_exp<dlib::matrix_op<dlib::op_colm<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >, true> > >, dlib::matrix_op<dlib::op_remove_col2<dlib::matrix_op<dlib::op_rowm<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > > > > const&, dlib::matrix_multiply_exp<dlib::matrix_op<dlib::op_remove_row2<dlib::matrix_mul_scal_exp<dlib::matrix_op<dlib::op_colm<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >, true> > >, dlib::matrix_op<dlib::op_remove_col2<dlib::matrix_op<dlib::op_rowm<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > > > >::type, bool, bool) [122]
                0.00    0.00      93/93          void dlib::blas_bindings::matrix_assign_blas_helper<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix_multiply_exp<dlib::matrix_op<dlib::op_remove_row2<dlib::matrix_mul_scal_exp<dlib::matrix_op<dlib::op_colm<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >, true> > >, dlib::matrix_op<dlib::op_remove_col2<dlib::matrix_op<dlib::op_rowm<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > > > >, void>::assign<dlib::matrix_op<dlib::op_remove_row2<dlib::matrix_mul_scal_exp<dlib::matrix_op<dlib::op_colm<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >, true> > >, dlib::matrix_op<dlib::op_remove_col2<dlib::matrix_op<dlib::op_rowm<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > > > >(dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>&, dlib::matrix_multiply_exp<dlib::matrix_op<dlib::op_remove_row2<dlib::matrix_mul_scal_exp<dlib::matrix_op<dlib::op_colm<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >, true> > >, dlib::matrix_op<dlib::op_remove_col2<dlib::matrix_op<dlib::op_rowm<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > > > > const&, double, bool, bool) [123]
-----------------------------------------------
